0,-100.0
2,4.707400747004996
9,2.209880606605765
12,1.871294724953998
15,1.4679798014923193
53,0.12329922640194013
55,0.10627144712050551
68,0.0374836504353766
77,0.022622144502506103
82,0.01587073549666229
87,0.010821328513017647
117,0.001449007295263982
122,0.0010824706738219447
131,6.955183749681737E-4
134,5.575232021755028E-4
138,4.380046501921697E-4
142,3.3389219987611796E-4
146,2.786314925771194E-4
154,1.6521363171762005E-4
166,7.543733171644362E-5
190,1.5415135649732292E-5
200,6.7613486294249014E-6
215,2.6024166288607375E-6
290,8.987242949842766E-9
305,3.1283917678592843E-9
309,2.051166347882827E-9
314,1.4574652595911175E-9
315,1.4284609051173902E-9
320,1.0999769983754959E-9
328,6.14079453953309E-10
350,2.2029666979506146E-10
359,1.5342038750532083E-10
373,4.11262135457946E-11
436,7.673861546209082E-13
437,7.247535904753022E-13
459,1.4210854715202004E-13
473,4.263256414560601E-14
