0.0,0.1,0.4975228047867038
0.0,0.2,0.5988950890226954
0.0,0.30000000000000004,0.6337311901798431
0.0,0.4,0.6657306249884585
0.0,0.5,0.6914140331013954
0.0,0.6,0.7126830326351071
0.0,0.7,0.7031857618224415
0.1,0.1,0.4937414854843288
0.1,0.2,0.5988137091717325
0.1,0.30000000000000004,0.6548079056988854
0.1,0.4,0.6577922395474752
0.1,0.5,0.6918297007782965
0.1,0.6,0.7045107604481147
0.1,0.7,0.6924998892046168
0.3,0.1,0.4957040943328134
0.3,0.2,0.5639952245959062
0.3,0.30000000000000004,0.6290717004501593
0.3,0.4,0.66137593837978
0.3,0.5,0.6756118341096402
0.3,0.6,0.689906034581334
0.3,0.7,0.7290397534030335
0.5,0.1,0.5031072947778535
0.5,0.2,0.5688633667135381
0.5,0.30000000000000004,0.648627184839105
0.5,0.4,0.6601472585708056
0.5,0.5,0.6705783783997105
0.5,0.6,0.6890754876215353
0.5,0.7,0.7125812161786572
0.7,0.1,0.4934918183539765
0.7,0.2,0.5835698423861492
0.7,0.30000000000000004,0.6401061757144013
0.7,0.4,0.666331626585833
0.7,0.5,0.7033671851430391
0.7,0.6,0.7016761625810913
0.7,0.7,0.7203796229921197
0.9,0.1,0.5076735802840061
0.9,0.2,0.5964998012067629
0.9,0.30000000000000004,0.6469055661956855
0.9,0.4,0.6576507796012081
0.9,0.5,0.6870884280158144
0.9,0.6,0.6783448045526296
0.9,0.7,0.7358086611148188
1.0,0.1,0.49678209978750537
1.0,0.2,0.5882438120468214
1.0,0.30000000000000004,0.6471319574280144
1.0,0.4,0.6600932838637439
1.0,0.5,0.6938087066916039
1.0,0.6,0.6740951945712625
1.0,0.7,0.681805657261878
